Table	Column	Datatype	Offset	Length	Description
FS1_OrderHdr	FS1_UNUSED_3	NUMBER		14.3	FS1 Unused 3
FS1_OrderHdr	FS1_UNUSED_4	NUMBER		14.3	FS1 Unused 4
Keys :					
"Primary Key: ORDER_DIV, ORDER_NUM"					
"Alternate Key 1: CUST_DIV, CUST_CODE, ORDER_DIV, ORDER_NUM"					
"Alternate Key 2: CUST_DIV, CUST_CODE, CUST_PO, ORDER_DIV, ORDER_NUM"					
"Alternate Key 3: ORDER_DATE, ORDER_DIV, ORDER_NUM"					
"Alternate Key 4: CUST_PO, ORDER_DIV, ORDER_NUM"					
"Alternate Key 5: SPER_CODE, ORDER_DIV, ORDER_NUM"					
"Alternate Key 6: INV_IN_PROGRESS, ORDER_DIV, ORDER_NUM"					
"Alternate Key 7: WEBEC_BUYER, ORDER_DATE, ORDER_DIV, ORDER_NUM"					
"Alternate Key 8: ORDER_DIV, ORDER_NUM"					
					
Table : FS2_OrderLns					
FS2_OrderLns	CTN_LBL_FORMAT_CD	CHAR	1	1	"Carton Label Format Code [Ord# @(147,8)]"
FS2_OrderLns	LOT_INV_ORDER_LINE	CHAR	2	1	Lot Inventory Order Line
FS2_OrderLns	ORDER_LINE_COMPLETE	CHAR	3	1	Order line complete?
FS2_OrderLns	FIXED_PRICE	CHAR	4	1	Fixed Price?
FS2_OrderLns	CSTM_ITEM_LINE_TYPE	CHAR	5	1	Custom form line type (spec NECSB)
FS2_OrderLns	ORDER_LINE_NUM	CHAR	6	3	Line number -should be < 207 for FS6 use
FS2_OrderLns	PO_CODE	CHAR	9	1	P/O code 1-9 or blank for warehouse
FS2_OrderLns	WHSE	CHAR	10	4	Warehouse Location from which to ship
FS2_OrderLns	CUSTOM	CHAR	14	1	Custom?
FS2_OrderLns	QUOTE_LINE_NUM	CHAR	15	3	Quote line
FS2_OrderLns	SPECIAL_SHIPPING	CHAR	18	1	Special shipping?
FS2_OrderLns	ITEM_CODE	CHAR	19	10	Form code or message type for messages
FS2_OrderLns	PROD_CODE	CHAR	29	3	Product code
FS2_OrderLns	LEFT_RIGHT	CHAR	32	8	Left-right
FS2_OrderLns	TOP_BOTTOM	CHAR	40	8	top- bottom
FS2_OrderLns	PLYS	CHAR	48	2	# of plys
FS2_OrderLns	TF_DESC	CHAR	50	40	Description
FS2_OrderLns	PLANT_CODE	CHAR	90	4	Plant
FS2_OrderLns	VEND_DIV	CHAR	94	2	
FS2_OrderLns	VEND_CODE	CHAR	96	8	Vendor
FS2_OrderLns	STARTING_NUM	CHAR	104	9	Starting number (Repeat# for W/O's)
FS2_OrderLns	RO_DATE	DATE	113	6	Reorder Date
FS2_OrderLns	SPECS_REQ	CHAR	119	1	"Specs required (Y=full,Comment only,None"
FS2_OrderLns	COST_UM	CHAR	120	4	Cost Unit
FS2_OrderLns	SELL_UM	CHAR	124	4	Selling Unit
FS2_OrderLns	COMM_CODE	CHAR	128	5	Commission code
FS2_OrderLns	SKIP_ORDER_HIST	CHAR	133	1	Y=skip order history keeping
FS2_OrderLns	RUSH_CHARGE	CHAR	134	1	Rush Charge?
FS2_OrderLns	FIND_FEE	CHAR	135	1	Finder's fee
FS2_OrderLns	IS_LINE_TAXABLE	CHAR	136	1	Is line taxable?
FS2_OrderLns	FIND_FEE_VEND_DIV	CHAR	137	2	Finder's vendor code
FS2_OrderLns	FIND_FEE_VEND_CODE	CHAR	139	8	
FS2_OrderLns	ORDER_DIV	CHAR	147	2	Order number
FS2_OrderLns	ORDER_NUM	CHAR	149	6	
FS2_OrderLns	LINE_TYPE	CHAR	155	1	"Line type (I,C,N,M,S, or blank for custm"
FS2_OrderLns	PRINT_FLAGS	CHAR	156	5	Print flags
FS2_OrderLns	CUST_DIV	CHAR	161	2	Customer  # for cust spec. inventory
FS2_OrderLns	CUST_CODE	CHAR	163	8	
FS2_OrderLns	JOB_NUM	CHAR	171	12	Job number
FS2_OrderLns	JOB_DATE	DATE	183	6	Job date
FS2_OrderLns	ENDING_NUM	CHAR	189	9	Ending number
FS2_OrderLns	CTN_WT	CHAR	198	7	Carton weight in string form
FS2_OrderLns	COST_CODE	CHAR	205	9	"Cost Code (Cost center-4,Dept-4,unused 1"
FS2_OrderLns	ITEM_CLASS	CHAR	214	1	Item class/price category pricing used?
FS2_OrderLns	WHSE_CODE_PKLIST	CHAR	215	4	Warehouse code for Packing List Printing
FS2_OrderLns	PO_LINE_RCV_COMP	CHAR	219	1	P/O line received complete?
FS2_OrderLns	CTN_LBL_CODE_2ND	CHAR	220	1	2nd Carton Label Code
FS2_OrderLns	QUOTE_DIV	CHAR	221	2	
FS2_OrderLns	QUOTE_NUM	CHAR	223	6	Quote Number
FS2_OrderLns	HAS_COMP_ITEM	CHAR	229	1	Order line has companion items?
FS2_OrderLns	MASTER_ITEM_LINE_NUM	CHAR	230	3	Companion item master line number
FS2_OrderLns	FROM_TOPS_INV	CHAR	233	1	
FS2_OrderLns	TOPS_LINE	CHAR	234	1	
FS2_OrderLns	SP0_PRICE_TYPE	CHAR	235	3	Special Prcing Source Code  - File SP0
FS2_OrderLns	WMS_PICK_HOLD	CHAR	238	1	Y=WMS Pick Hold
FS2_OrderLns	LINE_EXT_REF1	CHAR	239	10	
FS2_OrderLns	TAX_TYPE	CHAR	249	1	"C=1/2,T=Taxable,E=Exempt,blank=Don't Process"
FS2_OrderLns	CONTRACT_PRICE	CHAR	250	1	Contract price? (DDMS)
FS2_OrderLns	COMM_CODE_SUB	CHAR	251	1	Commission code substitution done? (Y/N) - see WO 222237
FS2_OrderLns	TF_UNUSED	CHAR	252	105	Unused string
FS2_OrderLns	OPEN_QTY	NUMBER		14.3	Open Quantity 
FS2_OrderLns	UNIT_COST	NUMBER		14.3	Unit Cost
FS2_OrderLns	COST_QTY_PER	NUMBER		14.3	Quantity in Cost Unit of Measure
FS2_OrderLns	COST_EXT	NUMBER		14.3	Cost Extension
FS2_OrderLns	UNIT_SELL_PRICE	NUMBER		14.3	Unit sale price
FS2_OrderLns	QTY_IN_SELL_UM	NUMBER		14.3	Quantity in Sellling Unit of Measure
FS2_OrderLns	SELL_PRICE_EXT	NUMBER		14.3	Sell Price Extension
FS2_OrderLns	QTY_UNBILLED_SHIP	NUMBER		14.3	Unbilled Shipments Quantity
FS2_OrderLns	QTY_BO_RCV_FS3	NUMBER		14.3	Quantity backordered in Receiving
FS2_OrderLns	NUM_OF_CTN_LBL_PRNT	NUMBER		14.3	Number of carton labels to print
FS2_OrderLns	ORIG_QTY_ORDERED	NUMBER		14.3	Qriginal Quantity Ordered
FS2_OrderLns	FIND_FEE_PRCNT	NUMBER		14.3	Finders Fee Percent
FS2_OrderLns	CTN_PACK	NUMBER		14.3	Carton Pack
FS2_OrderLns	COMBO_QTY	NUMBER		14.3	Combo Quantity
FS2_OrderLns	QTY_INV_TO_DATE	NUMBER		14.3	Quantity Invoice To Date
FS2_OrderLns	UNBILL_SHIP_UNIT_CST	NUMBER		14.3	Unbilled Ship Unit Cost
FS2_OrderLns	INVD_TO_DATE_QTY	NUMBER		14.3	Invoiced To Date Quantity
FS2_OrderLns	FRT_RETURNS_FROM_LOT	NUMBER		14.3	Freight Returned From Lots
FS2_OrderLns	REV_UNIT_SELL_PRICE	NUMBER		14.3	Revised Unit Selling Price
FS2_OrderLns	UNBILLED_SHIP_EXT	NUMBER		14.3	Unbilled Shipments Extension
FS2_OrderLns	INVD_TO_DATE_EXTCST	NUMBER		14.3	Invoiced To Date Extended Cost
FS2_OrderLns	INVD_TO_DATE_EXT	NUMBER		14.3	Invoiced To Date Extension
FS2_OrderLns	UNIT_LIST_PRICE	NUMBER		14.3	Unit List Price
FS2_OrderLns	LINE_ITEM_DISC_PRCNT	NUMBER		14.3	Line Item Discount Percent
FS2_OrderLns	NUM_OF_CART_LBLS_2	NUMBER		14.3	Number of Carton Labels 2
FS2_OrderLns	COMM_PO_PRINT	NUMBER		14.3	FS2 Unused 1
FS2_OrderLns	NUM_STORAGE_MTH	NUMBER		14.3	Number of storage months
FS2_OrderLns	FS2_UNUSED_3	NUMBER		14.3	FS2 Unused 3
FS2_OrderLns	FS2_UNUSED_4	NUMBER		14.3	FS2 Unused 4
FS2_OrderLns	FS2_UNUSED_5	NUMBER		14.3	FS2 Unused 5
Keys :					
"Primary Key: ORDER_DIV, ORDER_NUM, ORDER_LINE_NUM"					
"Alternate Key 1: CUST_DIV, CUST_CODE, ITEM_CODE, WHSE, ORDER_DIV, ORDER_NUM, ORDER_LINE_NUM"					
"Alternate Key 2: ORDER_DIV, ORDER_NUM, VEND_DIV, VEND_CODE, COMM_CODE_SUB, ORDER_LINE_NUM"					
					
Table : FS3_OrderInvoiceInterface					
FS3_OrderInvoiceInterface	INV_NUM	CHAR	1	8	Invoice number
FS3_OrderInvoiceInterface	ORDER_DIV	CHAR	9	2	Order number
FS3_OrderInvoiceInterface	ORDER_NUM	CHAR	11	6	
FS3_OrderInvoiceInterface	ORDER_LINE_NUM	CHAR	17	3	Order line
FS3_OrderInvoiceInterface	SHIP_TO_SEQ	CHAR	20	1	Ship to seq (blank for header record)
FS3_OrderInvoiceInterface	INV_DATE	DATE	21	6	Invoice date
FS3_OrderInvoiceInterface	LAST_PART_OF_SHIPTO	CHAR	27	4	Last part of shipto key
FS3_OrderInvoiceInterface	FY	CHAR	31	4	Fiscal Year/Accounting Period Rel 2.3.4
FS3_OrderInvoiceInterface	ACCTPD	CHAR	35	2	
FS3_OrderInvoiceInterface	EXT_ONLY_TYPE_LINE	CHAR	37	1	Extensions only type line?
FS3_OrderInvoiceInterface	IS_SELL_UM_LOT_TYPE	CHAR	38	1	"Is selling unit of measure a ""Lot"" type?"
FS3_OrderInvoiceInterface	IS_COST_UM_LOT_TYPE	CHAR	39	1	"Is cost unit of measure a ""Lot"" type?"
FS3_OrderInvoiceInterface	SHIP_DATE	DATE	40	6	Ship Date
FS3_OrderInvoiceInterface	FS3_UNUSED_1	CHAR	46	5	*Not used
FS3_OrderInvoiceInterface	BILL_NOW_QTY	NUMBER		14.3	Bill now quantity
FS3_OrderInvoiceInterface	BILL_NOW_PRICE	NUMBER		14.3	Bill now Price
FS3_OrderInvoiceInterface	BILL_NOW_EXT	NUMBER		14.3	Bill now Extension
FS3_OrderInvoiceInterface	BACK_ORD_AMOUNT	NUMBER		14.3	Back Order Amount
FS3_OrderInvoiceInterface	BILL_NOW_CST_EXT	NUMBER		14.3	Bill now Cost Extension
FS3_OrderInvoiceInterface	MATERIAL_COST_EXT	NUMBER		14.3	Material Cost Extension
FS3_OrderInvoiceInterface	FS3_UNUSED_2	NUMBER		14.3	FS3 Unused 2
FS3_OrderInvoiceInterface	FS3_UNUSED_3	NUMBER		14.3	FS3 Unused 3
FS3_OrderInvoiceInterface	FS3_UNUSED_4	NUMBER		14.3	FS3 Unused 4
Keys :					
"Primary Key: INV_NUM, ORDER_DIV, ORDER_NUM, ORDER_LINE_NUM, SHIP_TO_SEQ"					
					
Table : FS6_OrderHis					
FS6_OrderHis	CUST_DIV	CHAR	1	2	Customer code
FS6_OrderHis	CUST_CODE	CHAR	3	8	
FS6_OrderHis	HIST_TYPE	CHAR	11	1	"Type B=custom,D=cust inv,F=inv,H=nsk,J=s"
FS6_OrderHis	ITEM_CODE	CHAR	12	10	Form code
FS6_OrderHis	ORDER_DIV	CHAR	22	2	Order Number
FS6_OrderHis	ORDER_NUM	CHAR	24	6	
FS6_OrderHis	SEQ_NUM	CHAR	30	1	Seq no - CHR(order line no plus 48)
FS6_OrderHis	PROD_CODE	CHAR	31	3	Product code
FS6_OrderHis	ORDER_DATE	DATE	34	6	Order date
FS6_OrderHis	INV_NUM	CHAR	40	8	
FS6_OrderHis	INV_DATE	DATE	48	6	Invoice date
FS6_OrderHis	CUST_PO	CHAR	54	15	Customer P/O
FS6_OrderHis	JOB_NUM	CHAR	69	12	Job number
FS6_OrderHis	EST_REORDER	DATE	81	6	Est. Reorder
FS6_OrderHis	VEND_DIV	CHAR	87	2	Vendor code
FS6_OrderHis	VEND_CODE	CHAR	89	8	
FS6_OrderHis	PLANT_CODE	CHAR	97	4	Plant
FS6_OrderHis	SELL_UM	CHAR	101	4	Selling unit
FS6_OrderHis	LAST_THREE_BCKT_FLAG	CHAR	105	1	X means before last 3 buckets added.
FS6_OrderHis	SHIP_FROM_WHSE	CHAR	106	5	Ship from whse (reqs)
FS6_OrderHis	ORDER_TYPE	CHAR	111	1	"New Order Type (Bill as ship,Stck,blank)"
FS6_OrderHis	FRT_MRKUP	CHAR	112	1	
FS6_OrderHis	FS6_UNUSED_1	CHAR	113	1	Not used
FS6_OrderHis	LINE_NUM	CHAR	114	3	
FS6_OrderHis	SEQ_NUM2	CHAR	117	3	
FS6_OrderHis	FS6_UNUSED_2	CHAR	120	44	
FS6_OrderHis	SELL_QTY	NUMBER		14.3	Selling Quantity
FS6_OrderHis	UNIT_PRICE	NUMBER		14.3	Unit Price
FS6_OrderHis	QTY_PER	NUMBER		14.3	Quantity Per Unit
FS6_OrderHis	COMBO_QTY	NUMBER		14.3	Combo Quantity
FS6_OrderHis	UNIT_COST	NUMBER		14.3	Unit Cost
FS6_OrderHis	QTY_INV_TO_DATE	NUMBER		14.3	Quantity Invoiced To Date
FS6_OrderHis	PRIC_EXT_INV_TO_DATE	NUMBER		14.3	Price Extension Invoice To Date
FS6_OrderHis	COST_EXT_INV_TO_DATE	NUMBER		14.3	Cost Extension Invoice o=To Date
Keys :					
"Primary Key: CUST_DIV, CUST_CODE, HIST_TYPE, ITEM_CODE, ORDER_DIV, ORDER_NUM, SEQ_NUM"					
"Alternate Key 1: PROD_CODE, HIST_TYPE, ITEM_CODE, CUST_DIV, CUST_CODE, ORDER_DIV, ORDER_NUM, SEQ_NUM"					
"Alternate Key 2: CUST_DIV, CUST_CODE, ORDER_DIV, ORDER_NUM, HIST_TYPE, ITEM_CODE, SEQ_NUM"					
"Alternate Key 3: CUST_DIV, CUST_CODE, ORDER_DATE, ORDER_DIV, ORDER_NUM, HIST_TYPE, ITEM_CODE, SEQ_NUM"					
"Alternate Key 4: CUST_DIV, CUST_CODE, CUST_PO, HIST_TYPE, ITEM_CODE, ORDER_DIV, ORDER_NUM, SEQ_NUM"					
"Alternate Key 5: CUST_DIV, CUST_CODE, ITEM_CODE, ORDER_DATE, ORDER_DIV, ORDER_NUM, HIST_TYPE, SEQ_NUM"					
"Alternate Key 6: ORDER_DIV, ORDER_NUM, CUST_DIV, CUST_CODE"					
"Alternate Key 7: CUST_DIV, CUST_CODE, INV_DATE, HIST_TYPE, ITEM_CODE, ORDER_DIV, ORDER_NUM, SEQ_NUM"					
					
Table : FS9_NonStkItemDesc					
FS9_NonStkItemDesc	ORDER_DIV	CHAR	1	2	Order number
FS9_NonStkItemDesc	ORDER_NUM	CHAR	3	6	
FS9_NonStkItemDesc	ITEM_CODE	CHAR	9	10	Form code
FS9_NonStkItemDesc	SEQ_NUM	CHAR	19	1	Sequence
FS9_NonStkItemDesc	PROD_CODE	CHAR	20	3	Product code
FS9_NonStkItemDesc	LEFT_RIGHT	CHAR	23	8	Left-Right
FS9_NonStkItemDesc	TOP_BOTTOM	CHAR	31	8	Top-Bottom
FS9_NonStkItemDesc	PLYS	CHAR	39	2	Plys
FS9_NonStkItemDesc	TF_DESC	CHAR	41	40	Description
FS9_NonStkItemDesc	FS9_UNUSED_1	CHAR	81	1	
Keys :					
"Primary Key: ORDER_DIV, ORDER_NUM, ITEM_CODE, SEQ_NUM"					
					
Table : FSA_OrderBook					
FSA_OrderBook	DIV_NUM	CHAR	1	2	Division
FSA_OrderBook	TF_DATE	DATE	3	6	Date
FSA_OrderBook	ORDER_DIV	CHAR	9	2	Order number
FSA_OrderBook	ORDER_NUM	CHAR	11	6	
FSA_OrderBook	SEQ_NUM	CHAR	17	1	Sequence
FSA_OrderBook	CUST_DIV	CHAR	18	2	Customer Number
FSA_OrderBook	CUST_CODE	CHAR	20	8	
FSA_OrderBook	SPER	CHAR	28	4	Salesperson 1
FSA_OrderBook	SPER_CODE_2	CHAR	32	4	Salesperson 2
FSA_OrderBook	SPER_CODE_3	CHAR	36	4	Salesperson 3
FSA_OrderBook	SPER_CODE_4	CHAR	40	4	Salesperson 4
FSA_OrderBook	SPER_CODE_5	CHAR	44	4	Salesperson 5
FSA_OrderBook	BOOKED	CHAR	48	1	Booked?
FSA_OrderBook	ORDER_TYPE	CHAR	49	1	Order type (4.0)
FSA_OrderBook	FSA_UNUSED_1	CHAR	50	1	*unused
FSA_OrderBook	SPER_COMM_PRCNT_1	NUMBER		14.3	Split % 1
FSA_OrderBook	SPER_COMM_PRCNT_2	NUMBER		14.3	Split % 2
FSA_OrderBook	SPER_COMM_PRCNT_3	NUMBER		14.3	Split % 3
FSA_OrderBook	SPER_COMM_PRCNT_4	NUMBER		14.3	Split % 4
FSA_OrderBook	SPER_COMM_PRCNT_5	NUMBER		14.3	Split % 5
FSA_OrderBook	ORDER_AMT	NUMBER		14.3	Order Amount
FSA_OrderBook	ORDER_COST	NUMBER		14.3	Order Cost
FSA_OrderBook	EST_COMM	NUMBER		14.3	Estimated Commission
FSA_OrderBook	EST_ADJ_TO_GP	NUMBER		14.3	Estimated Adjustment to GP
Keys :					
"Primary Key: DIV_NUM, TF_DATE, ORDER_DIV, ORDER_NUM, SEQ_NUM"					
"Alternate Key 1: DIV_NUM, CUST_DIV, CUST_CODE, TF_DATE, ORDER_DIV, ORDER_NUM, SEQ_NUM"					
"Alternate Key 2: SPER, DIV_NUM, CUST_DIV, CUST_CODE, ORDER_DIV, ORDER_NUM"					
					
Table : FSB_OrderBookSlsperson					
FSB_OrderBookSlsperson	DIV_NUM	CHAR	1	2	Division
FSB_OrderBookSlsperson	SPER_CODE	CHAR	3	4	Salesperson Code
FSB_OrderBookSlsperson	CUST_DIV	CHAR	7	2	Customer Code
FSB_OrderBookSlsperson	CUST_CODE	CHAR	9	8	
FSB_OrderBookSlsperson	ORDER_DATE	DATE	17	6	Sales Order Date
FSB_OrderBookSlsperson	ORDER_DIV	CHAR	23	2	Sales Order Number
FSB_OrderBookSlsperson	ORDER_NUM	CHAR	25	6	
FSB_OrderBookSlsperson	ORDER_SEQ	CHAR	31	1	Sequence
FSB_OrderBookSlsperson	SPER_COST_1	NUMBER		14.3	Salesperson Cost
FSB_OrderBookSlsperson	SPER_COST_2	NUMBER		14.3	Salesperson Cost 2
FSB_OrderBookSlsperson	SPER_EST_COMM	NUMBER		14.3	Salesperson Estimated Commission
Keys :					
"Primary Key: DIV_NUM, SPER_CODE, CUST_DIV, CUST_CODE, ORDER_DATE, ORDER_DIV, ORDER_NUM, ORDER_SEQ"					
					
Table : FSD_MoOrderBook					
FSD_MoOrderBook	DIV_NUM	CHAR	1	2	Division
FSD_MoOrderBook	SPER_CODE	CHAR	3	4	Salesperson Code
FSD_MoOrderBook	ORDER_DATE	DATE	7	6	Order Date
FSD_MoOrderBook	FSD_UNUSED_1	CHAR	13	1	
FSD_MoOrderBook	ORDER_AMT	NUMBER		14.3	Sales Order Amount
FSD_MoOrderBook	ORDER_COST	NUMBER		14.3	Sales Order Cost
Keys :					
"Primary Key: DIV_NUM, SPER_CODE, ORDER_DATE"					
					
Table : FSE_UserDefSpecTemplate					
FSE_UserDefSpecTemplate	TEMPLATE_CODE	CHAR	1	3	Template Code
FSE_UserDefSpecTemplate	SCREEN_NUM	CHAR	4	1	Screen Number
FSE_UserDefSpecTemplate	FIELD_NUM	CHAR	5	2	Field Number
FSE_UserDefSpecTemplate	FIELD_DESC	CHAR	7	20	Field Description
FSE_UserDefSpecTemplate	DATA_TYPE	CHAR	27	6	Data Type
FSE_UserDefSpecTemplate	MAX_LENGTH	CHAR	33	3	Maximum field length
FSE_UserDefSpecTemplate	FLD_HORIZ_DENTRY_POS	CHAR	36	3	Field's horizontal data entry position
FSE_UserDefSpecTemplate	FLD_VERT_DENTRY_POS	CHAR	39	3	Field's vertical data entry position
FSE_UserDefSpecTemplate	FLD_DFLT_VAL_RSP_VER	CHAR	42	30	Fields default value/response verify
FSE_UserDefSpecTemplate	FLD_TXT_HDG_ON_SCRN	CHAR	72	40	Field's text heading on screen
FSE_UserDefSpecTemplate	FLD_TXT_HDG_HORIZNTL	CHAR	112	3	Field's text heading horizontal position
FSE_UserDefSpecTemplate	FLD_TXT_HDG_VERTICAL	CHAR	115	3	Field's text heading vertical position
FSE_UserDefSpecTemplate	F1_HDG_TEXT_1	CHAR	118	20	Format 1 Output Heading Text 1
FSE_UserDefSpecTemplate	F1_HDG_TEXT_2	CHAR	138	20	Format 1 Output Heading 2
FSE_UserDefSpecTemplate	F1_COLUMN_POS_	CHAR	158	3	Format 1 Output Column position
FSE_UserDefSpecTemplate	F1_LINE_NUM	CHAR	161	3	Format 1 Output Line Number
FSE_UserDefSpecTemplate	F1_OUTPUT_TYPE	CHAR	164	1	Format 1 Output Type
FSE_UserDefSpecTemplate	F2_HDG_TEXT_1	CHAR	165	20	Format 2 Output Heading Text 1
FSE_UserDefSpecTemplate	F2_HDG_TEXT_2	CHAR	185	20	Format 2 Output Heading Text 2
FSE_UserDefSpecTemplate	F2_COLUMN_POS	CHAR	205	3	Format 2 Output Column Position
FSE_UserDefSpecTemplate	F2_LINE_NUM	CHAR	208	3	Format 2 Output Line Number
FSE_UserDefSpecTemplate	F2_OUTPUT_TYPE	CHAR	211	1	Format 2 Output Type
FSE_UserDefSpecTemplate	F3_HDG_TEXT_1	CHAR	212	20	Format 3 Output Heading Text 1
FSE_UserDefSpecTemplate	F3_HDG_TEXT_2	CHAR	232	20	Format 3 Output Heading Text 2
FSE_UserDefSpecTemplate	F3_COLUMN_POS	CHAR	252	3	Format 3 Output Column Position
FSE_UserDefSpecTemplate	F3_LINE_NUM	CHAR	255	3	Format 3 Output Line Number
FSE_UserDefSpecTemplate	F3_OUTPUT_TYPE	CHAR	258	1	Format 3 Output Type
FSE_UserDefSpecTemplate	FSE_NUM1	NUMBER		14.3	
FSE_UserDefSpecTemplate	FSE_NUM2	NUMBER		14.3	
FSE_UserDefSpecTemplate	FSE_NUM3	NUMBER		14.3	
FSE_UserDefSpecTemplate	FSE_NUM4	NUMBER		14.3	
FSE_UserDefSpecTemplate	FSE_NUM5	NUMBER		14.3	
FSE_UserDefSpecTemplate	FSE_NUM6	NUMBER		14.3	
Keys :					
"Primary Key: TEMPLATE_CODE, SCREEN_NUM, FIELD_NUM"					
					
Table : FSF_UserDefSpec					
FSF_UserDefSpec	CUST_DIV	CHAR	1	2	Customer Code
FSF_UserDefSpec	CUST_CODE	CHAR	3	8	
FSF_UserDefSpec	ITEM_CODE	CHAR	11	10	Form Code
FSF_UserDefSpec	TEMPLATE_CODE	CHAR	21	3	Template Code
FSF_UserDefSpec	FSF_UNUSED_1	CHAR	24	7	*Not used
FSF_UserDefSpec	USER_DEF_SPEC	CHAR	31	1960	
Keys :					
"Primary Key: CUST_DIV, CUST_CODE, ITEM_CODE"					
					
Table : FSH_OPDiv					
FSH_OPDiv	DIV_NUM	CHAR	1	2	Divsion number
FSH_OPDiv	NEXT_ORDER_DIV	CHAR	3	2	Next order number
FSH_OPDiv	NEXT_ORDER_NUM	CHAR	5	6	
FSH_OPDiv	SEND_PROOFS_TO_LINE1	CHAR	11	35	Send proofs to line 1
FSH_OPDiv	SEND_PROOFS_TO_LINE2	CHAR	46	35	Send proofs to line 2
FSH_OPDiv	SEND_PROOFS_TO_LINE3	CHAR	81	35	Send proofs to line 3
FSH_OPDiv	NEXT_REQ_DIV	CHAR	116	2	Next Requisition/Release no
FSH_OPDiv	NEXT_REQ_NUM	CHAR	118	6	
FSH_OPDiv	DIV_PHONE_NUM	CHAR	124	14	Phone Number - Extension
FSH_OPDiv	ALT_ORD_SEQ_1	CHAR	138	6	Alternate Order Sequence 1
FSH_OPDiv	ALT_ORD_SEQ_2	CHAR	144	6	Alternate Order Sequence 2
FSH_OPDiv	ALT_ORD_SEQ_3	CHAR	150	6	Alternate Order Sequence 3
FSH_OPDiv	ALT_ORD_SEQ_4	CHAR	156	6	Alternate Order Sequence 4
FSH_OPDiv	ALT_ORD_SEQ_5	CHAR	162	6	Alternate Order Sequence 5
FSH_OPDiv	ALT_ORD_SEQ_6	CHAR	168	6	Alternate Order Sequence 6
FSH_OPDiv	ALT_ORD_SEQ_7	CHAR	174	6	Alternate Order Sequence 7
FSH_OPDiv	ALT_ORD_SEQ_8	CHAR	180	6	Alternate Order Sequence 8
FSH_OPDiv	ALT_ORD_SEQ_9	CHAR	186	6	Alternate Order Sequence 9
FSH_OPDiv	ALT_ORD_SEQ_10	CHAR	192	6	Default Warehouse (3 chars)
FSH_OPDiv	SEND_INVOICES_TO_LINE_1	CHAR	198	35	
FSH_OPDiv	SEND_INVOICES_TO_LINE_2	CHAR	233	35	
FSH_OPDiv	SEND_INVOICES_TO_LINE_3	CHAR	268	35	
FSH_OPDiv	SEND_INVOICES_TO_LINE_4	CHAR	303	35	
FSH_OPDiv	UPDATE_SELL_PRICE	CHAR	338	1	
FSH_OPDiv	COMP_NAME_SUMM_BILL	CHAR	339	40	
FSH_OPDiv	ORD_SEQ_ALPHA_ALLOW	CHAR	379	1	Allow alphanumeric order number sequences (Y/N)
FSH_OPDiv	ORD_SEQ_FREEZE_DIGIT	CHAR	380	1	Freeze highest digit of sequence (Y/N)
FSH_OPDiv	FSH_UNUSED_1	CHAR	381	22	
Keys :					
Primary Key: DIV_NUM					
					
Table : FSK_FinderFeeRpt					
FSK_FinderFeeRpt	FY	CHAR	1	4	Fiscal Year
FSK_FinderFeeRpt	ACCTPD	CHAR	5	2	Accounting Period
FSK_FinderFeeRpt	VEND_DIV	CHAR	7	2	Vendor Code
FSK_FinderFeeRpt	VEND_CODE	CHAR	9	8	
FSK_FinderFeeRpt	SPER_CODE	CHAR	17	4	Salesperson
FSK_FinderFeeRpt	INV_NUM	CHAR	21	8	Invoice Number
FSK_FinderFeeRpt	CALC_METHOD	CHAR	29	1	Calculation Method
FSK_FinderFeeRpt	CUST_DIV	CHAR	30	2	Customer Code
FSK_FinderFeeRpt	CUST_CODE	CHAR	32	8	
FSK_FinderFeeRpt	INV_DATE	DATE	40	6	Invoice Date
FSK_FinderFeeRpt	AUDIT_NUM	CHAR	46	6	Audit Control Number
FSK_FinderFeeRpt	TRANSACTION_DATE	DATE	52	6	Transaction Date
FSK_FinderFeeRpt	ORDER_DIV	CHAR	58	2	Order Number
FSK_FinderFeeRpt	ORDER_NUM	CHAR	60	6	
FSK_FinderFeeRpt	INV_PAID_IN_FULL	CHAR	66	1	Invoice paid in full?
FSK_FinderFeeRpt	INV_TOTAL	NUMBER		14.3	Invoice total
FSK_FinderFeeRpt	INV_COST_TOTAL	NUMBER		14.3	Invoice Cost Total
FSK_FinderFeeRpt	INV_GROSS_PROFIT	NUMBER		14.3	Invoice Gross Profit
FSK_FinderFeeRpt	FEE_METHOD_PCNT	NUMBER		14.3	Fee Method %
FSK_FinderFeeRpt	COMPUTED_FF_AMT	NUMBER		14.3	Computed Finders Fee Amount
Keys :					
"Primary Key: FY, ACCTPD, VEND_DIV, VEND_CODE, SPER_CODE, INV_NUM, CALC_METHOD"					
"Alternate Key 1: FY, ACCTPD, SPER_CODE, VEND_DIV, VEND_CODE, INV_NUM, CALC_METHOD"					
"Alternate Key 2: CUST_DIV, CUST_CODE, INV_NUM, FY, ACCTPD, VEND_DIV, VEND_CODE, SPER_CODE, CALC_METHOD"					
					
Table : FSM_ReqEntHdr					
FSM_ReqEntHdr	REQ_NUM	CHAR	1	8	Requistion number
FSM_ReqEntHdr	REQ_DATE	DATE	9	6	Requisition Date
FSM_ReqEntHdr	DATE_REQ	DATE	15	6	Date Required
FSM_ReqEntHdr	CUST_DIV	CHAR	21	2	Customer
